610055210,35065.858,0.5
105252851,39262.845,0.58824
120057556,40514.379,0
105406254,40690.39,0.29053
105530753,41519.676,0.38302
105400200,41605.267,0.35321
105200353,42170.79,0.44934
105252854,42212.283,0.45565
105201550,42876.173,0.38157
105301501,43773.089,0.46208
105254904,43805.089,0.47538
105254901,43911.632,0.4359
105403950,44234.198,0.42522
105301504,44250.796,0.30968
105530752,44257.443,0.34861
105456351,44489.596,0.3224
105406251,44684.777,0.27786
105156650,47088.87,0.33226
105453800,47872.072,0.43662
105530751,47910.98,0.34385
105703104,47950.356,0.33333
105456354,48086.933,0.40563
105051100,48181.007,0.33461
140074870,48663.454,1
105308400,48758.592,0.40461
105200355,48931.345,0.47283
105406253,49546.333,0.40727
105450900,49970.298,0.30597
105301450,49976.143,0.24113
105351300,49995.587,0.43243
105406252,51809.393,0.41598
105350150,52554.507,0.3567
115108350,52721.242,0.48571
105357100,52934.88,0.37906
105055200,52982.241,0.4037
105154450,53002.331,0.27619
105157152,54553.004,0.45857
105057205,55045.742,0.39528
105556700,55663.893,0.39291
305011528,58941.342,0.48571
105604001,59438.878,0.36923
105351521,59629.162,0.34728
105157151,59784.598,0.42605
105106550,59929.075,0.37834
105057206,60219.828,0.38029
105658000,61778.306,0.41578
105604004,62831.008,0.37403
105351524,68720.102,0.41576
105656370,69245.112,0.47278
105057204,72510.269,0.37764
105108050,76959.972,0.41055
105054800,77844.881,0.37237
105558250,82905.08,0.40887
105655150,83071.528,0.40288
105555950,88457.405,0.42843
105604500,92858.761,0.35912
105108500,121719.805,0.43745
105555350,134244.718,0.33117
